Album,Song,Lyrics
,,As you jockey your way through the cars
,,"And sit at the light, as it changes to green"
,,With your faith in your machine off you scream into the night
,,
,,And you're in love with all the wonder it brings
,,And every muscle in your body sings as the highway ignites
,,You work nine to five and somehow you survive till the night
,,Hell all day they're busting you up on the outside
,,But tonight you're gonna break on through to the inside
,,"And it'll be right, it'll be right, and it'll be tonight"
,,
,,And you know she will be waiting there
,,And you'll find her somehow you swear
,,Somewhere tonight you run sad and free
,,Until all you can see is the nightØ
,BACKSTREETS,One soft infested summer me and Terry became friends
,,Trying in vain to breathe the fire we was born in
,,Catching rides to the outskirts tying faith between our teeth
,,Sleeping in that old abandoned beach house getting wasted in the heat
,,"And hiding on the backstreets, hiding on the backstreets"
,,With a love so hard and filled with defeat
,,Running for our lives at night on them backstreets
,,
,,Slow dancing in the dark on the beach at Stockton's Wing
,,Where desperate lovers park we sat with the last of the Duke Street Kings
,,Huddled in our cars waiting for the bells that ring
,,In the deep heart of the night to set us loose from everything
,,"to go running on the backstreets, running on the backstreets"
,,We swore we'd live forever on the backstreets we take it together
,,
,,Endless juke joints and Valentino drag where dancers scraped the tears
,,Up off the street dressed down in rags running into the darkness
,,Some hurt bad some really dying at night sometimes it seemed
,,You could hear the whole damn city crying blame it on the lies that killed us
,,Blame it on the truth that ran us down you can blame it all on me Terry
,,It don't matter to me now when the breakdown hit at midnight
,,There was nothing left to say but I hated him and I hated you when you went away
,,
,,Laying here in the dark you're like an angel on my chest
,,Just another tramp of hearts crying tears of faithlessness
,,"Remember all the movies, Terry, we'd go see"
,,Trying to learn how to walk like heroes we thought we had to be
,,And after all this time to find we're just like all the rest
,,Stranded in the park and forced to confess
,,"To hiding on the backstreets, hiding on the backstreets"
,,We swore forever friends on the backstreets until the end
,,"Hiding on the backstreets, hiding on the backstreetsØ"
,BORN TO RUN,In the day we sweat it out on the streets of a runaway American dream
,,At night we ride through mansions of glory in suicide machines
,,Sprung from cages on Highway 9
,,"Chrome-wheeled, fuel-injected"
,,And steppin' out over the line
,,Baby this town rips the bones from your back
,,"It's a death trap, it's a suicide rap"
,,We gotta get out while we're young
,,"'Cause tramps like us, baby we were born to run"
,,
,,"Wendy let me in, I wanna be your friend"
,,I want to guard your dreams and visions
,,Just wrap your legs 'round these velvet rims
,,and strap your hands across my engines
,,Together we could break this trap
,,"We'll run till we drop, baby we'll never go back"
,,Will you walk with me out on the wire
,,'Cause baby I'm just a scared and lonely rider
,,But I gotta find out how it feels
,,I want to know if love is wild
,,girl I want to know if love is real
,,
,,Beyond the Palace hemi powered drones scream down the boulevard
,,The girls comb their hair in rearview mirrors
,,And the boys try to look so hard
,,The amusement park rises bold and stark
,,Kids are huddled on the beach in a mist
,,I wanna die with you out on the streets tonight
,,In an everlasting kiss
,,
,,The highway's jammed with broken heroes
,,On a last chance power drive
,,Everybody's out on the run tonight
,,but there's no place left to hide
,,"Together, Wendy, we can live with the sadness"
,,I'll love you with all the madness in my soul
,,"Someday girl, I don't know when,"
,,we're gonna get to that place
,,Where we really want to go
,,and we'll walk in the sun
,,But till then tramps like us
,,baby we were born to runØ
,She's the One,With her killer graces and her secret places
,,That no boy can fill with her hands on her hips
,,Oh and that smile on her lips
,,Because she knows that it kills me
,,With her soft french cream
,,Standing in that doorway like a dream
,,I wish she'd just leave me alone
,,Because french cream won't soften them boots
,,And french kisses will not break that heart of stone
,,With her long hair falling
,,And her eyes that shine like a midnight sun
,,"Oh-o she's the one, she's the one"
,,
,,That Thunder in your heart
,,At night when you're kneeling in the dark
,,It says you're never gonna leave her
,,But there's this angel in her eyes
,,That tells such desperate lies
,,And all you want to do is believe her
,,And tonight you'll try just one more time
,,To leave it all behind and to break on through
,,"Oh she can take you, but if she wants to break you"
,,She's gonna find out that ain't so easy to do
,,And no matter where you sleep tonight or how far you run
,,"Oh-o she's the one, she's the one"
,,
,,Oh-o and just one kiss
,,She'd fill them long summer nights
,,With her tenderness that secret pact you made
,,Back when her love could save you from the bitterness
,,"Oh she's the one, oh she's the one"
,,"Oh she's the one, oh she's the one"
,,"Oh she's the one, oh she's the oneØ"
,MEETING ACROSS THE RIVER,"Hey, Eddie, can you lend me a few bucks"
,,And tonight can you get us a ride
,,Gotta make it through the tunnel
,,Got a meeting with a man on the other side
,,
,,"Hey Eddie, this guy, he's the real thing"
,,So if you want to come along
,,You gotta promise you won't say anything
,,'Cause this guy don't dance
,,And the word's been passed this is our last chance
,,
,,"We gotta stay cool tonight, Eddie"
,,"'Cause man, we got ourselves out on that line"
,,And if we blow this one
,,They ain't gonna be looking for just me this time
,,
,,And all we gotta do is hold up our end
,,Here stuff this in your pocket
,,It'll look like you're carrying a friend
,,"And remember, just don't smile"
,,"Change your shirt, 'cause tonight we got style"
,,
,,Well Cherry says she's gonna walk
,,'Cause she found out I took her radio and hocked it
,,"But Eddie, man, she don't understand"
,,That two grand's practically sitting here in my pocket
,,
,,And tonight's gonna be everything that I said
,,And when I walk through that door
,,I'm just gonna throw that money on the bed
,,She'll see this time I wasn't just talking
,,Then I'm gonna go out walking
,,
,,"Hey Eddie, can you catch us a ride?Ø"
,JUNGLELAND,The rangers had a homecoming in Harlem late last night
,,And the Magic Rat drove his sleek machine over the Jersey state line
,,Barefoot girl sitting on the hood of a Dodge
,,Drinking warm beer in the soft summer rain
,,The Rat pulls into town rolls up his pants
,,Together they take a stab at romance and disappear down Flamingo Lane
,,
,,Well the Maximum Lawman run down Flamingo chasing the Rat and the barefoot girl
,,"And the kids round here look just like shadows always quiet, holding hands"
,,From the churches to the jails tonight all is silence in the world
,,As we take our stand down in Jungleland
,,
,,The midnight gang's assembled and picked a rendezvous for the night
,,They'll meet 'neath that giant Exxon sign that brings this fair city light
,,Man there's an opera out on the Turnpike
,,There's a ballet being fought out in the alley
,,"Until the local cops, Cherry Tops, rips this holy night"
,,The street's alive as secret debts are paid
,,"Contacts made, they vanished unseen"
,,Kids flash guitars just like switch-blades hustling for the record machine
,,The hungry and the hunted explode into rock'n'roll bands
,,That face off against each other out in the street down in Jungleland
,,
,,In the parking lot the visionaries dress in the latest rage
,,Inside the backstreet girls are dancing to the records that the D.J. plays
,,Lonely-hearted lovers struggle in dark corners
,,"Desperate as the night moves on, just a look and a whisper, and they're gone"
,,
,,Beneath the city two hearts beat
,,Soul engines running through a night so tender in a bedroom locked
,,In whispers of soft refusal and then surrender in the tunnels uptown
,,The Rat's own dream guns him down as shots echo down them hallways in the night
,,No one watches when the ambulance pulls away
,,Or as the girl shuts out the bedroom light
,,
,,Outside the street's on fire in a real death waltz
,,Between flesh and what's fantasy and the poets down here
,,"Don't write nothing at all, they just stand back and let it all be"
,,And in the quick of the night they reach for their moment
,,"And try to make an honest stand but they wind up wounded, not even dead"
,,Tonight in JunglelandØ
Darkness on the Edge of Town,BADLANDS,Lights out tonight
,,trouble in the heartland
,,Got a head-on collision
,,"smashin' in my guts, man"
,,I'm caught in a crossfire
,,that I don't understand
,,"But there's one thing I know for sure, girl"
,,I don't give a damn
,,For the same old played out scenes
,,I don't give a damn
,,For just the in-betweens
,,"Honey, I want the heart, I want the soul"
,,I want control right now
,,You better listen to me baby
,,Talk about a dream
,,Try to make it real
,,you wake up in the night
,,With a fear so real
,,Spend your life waiting
,,for a moment that just won't come
,,Well don't waste your time waiting
,,
,,"Badlands, you gotta live it everyday"
,,Let the broken hearts stand
,,As the price you've gotta pay
